439.45:0.4262,439.06:0.3246,878.52:0.2776,440.62:0.2545,1158.59:0.2534,439.84:0.2235,438.28:0.2080,1157.03:0.1997,878.12:0.1990,268.36:0.1935,40.23:8.7876,40.62:7.5208,39.84:2.7504,41.02:2.7090,39.45:1.8592,41.41:1.4769,41.80:1.2603,38.67:1.1304,39.06:0.8439,42.19:0.8213,268.36:0.5473,2315.62:0.4494,2321.09:0.3971,2316.41:0.3561,2319.53:0.2921,2314.84:0.2820,2325.00:0.2774,2318.36:0.2692,2315.23:0.2598,2312.89:0.2594,439.45:0.6431,1158.59:0.5444,439.06:0.4948,878.52:0.4561,1317.19:0.4398,1157.03:0.4269,1320.31:0.3829,1159.77:0.3760,1315.62:0.3753,268.36:0.3723,878.52:0.2566,268.36:0.2467,3473.44:0.2316,878.12:0.1764,3482.81:0.1758,1320.31:0.1717,1158.59:0.1701,880.08:0.1637,439.45:0.1621,1317.19:0.1612,3473.44:0.2867,439.45:0.2450,268.36:0.2374,3482.81:0.2259,3486.72:0.2038,3479.69:0.1960,439.06:0.1944,2315.62:0.1816,2321.09:0.1714,3476.56:0.1555,1317.19:0.6912,878.52:0.6827,1315.62:0.6032,1320.31:0.5807,1755.08:0.5175,1758.20:0.5168,1318.36:0.5043,3473.44:0.4984,878.12:0.4946,879.69:0.4712,119.92:0.3310,39.84:0.3115,80.08:0.2945,159.77:0.2466,239.84:0.2066,200.00:0.2052,40.23:0.1540,79.69:0.1508,279.69:0.1332,160.16:0.1159,439.45:0.3695,1158.59:0.2989,878.52:0.2814,878.12:0.2783,268.36:0.2535,439.06:0.2500,1125.39:0.1929,576.95:0.1913,536.72:0.1876,439.84:0.1838
439.45:0.5438,439.84:0.3237,439.06:0.2958,1160.55:0.2390,879.30:0.2324,1157.81:0.2288,878.52:0.2211,1159.77:0.2135,876.95:0.2095,879.69:0.1972,40.23:8.7248,40.62:7.5141,41.02:2.6596,39.84:2.6345,39.45:1.5613,41.41:1.5580,39.06:1.4317,41.80:1.0097,42.19:0.9078,38.28:0.7622,268.36:0.5151,2317.19:0.4659,2323.44:0.3817,2321.88:0.3708,2318.75:0.3679,2314.84:0.2961,2322.27:0.2757,2317.58:0.2752,2323.83:0.2611,2313.67:0.2559,439.45:0.8055,1319.14:0.4861,1157.81:0.4686,1160.55:0.4659,439.84:0.4582,439.06:0.4470,1316.41:0.4235,1159.77:0.4187,1159.38:0.3789,879.30:0.3698,268.36:0.2310,879.30:0.2249,878.52:0.2146,879.69:0.1985,439.45:0.1978,3483.98:0.1973,1319.14:0.1941,876.95:0.1857,4635.94:0.1821,4645.70:0.1789,439.45:0.3036,3483.98:0.2825,268.36:0.2239,2321.88:0.1994,3477.73:0.1993,3476.95:0.1968,3476.56:0.1961,3482.42:0.1880,2317.19:0.1775,3475.39:0.1770,1319.14:0.7443,1316.41:0.6645,879.30:0.6080,879.69:0.5682,1317.97:0.5664,878.52:0.5235,876.95:0.5230,1320.70:0.5210,1757.42:0.5207,1316.02:0.4825,119.92:0.3304,39.84:0.3079,80.08:0.3022,159.77:0.2348,200.00:0.2184,239.84:0.2054,40.23:0.1596,79.69:0.1442,160.16:0.1332,279.69:0.1223,439.45:0.3908,439.06:0.3010,536.72:0.2726,268.36:0.2600,1124.61:0.2598,576.95:0.2560,879.30:0.2321,1158.98:0.2277,878.12:0.2259,1157.81:0.2244
439.45:0.6355,879.30:0.3608,1160.16:0.3570,439.84:0.2946,878.91:0.2230,439.06:0.2107,1157.81:0.1977,1318.75:0.1959,878.52:0.1898,1161.72:0.1729,40.23:8.6339,40.62:7.5432,41.02:2.7896,39.84:2.4741,39.45:1.6426,41.41:1.5994,41.80:1.2072,38.67:1.1291,39.06:0.9840,42.19:0.8428,268.36:0.4756,2318.36:0.4013,2317.97:0.3495,2321.09:0.3462,2316.80:0.3435,2316.41:0.3197,2321.48:0.3113,2321.88:0.3035,2322.66:0.2750,2315.23:0.2727,439.45:0.9373,1318.75:0.7616,1160.16:0.7159,879.30:0.6230,1320.31:0.4942,1157.81:0.4330,439.84:0.4244,878.91:0.3584,1317.58:0.3447,268.36:0.3295,879.30:0.3615,1318.75:0.3167,1160.16:0.2525,439.45:0.2323,4647.66:0.2315,268.36:0.2175,878.91:0.2084,1320.31:0.2058,3476.17:0.1807,4635.55:0.1780,439.45:0.3550,3476.17:0.2329,3476.95:0.2179,3477.73:0.2060,268.36:0.2050,3477.34:0.1905,1758.20:0.1864,3481.25:0.1849,3475.39:0.1792,3483.20:0.1759,1318.75:1.1791,879.30:0.9886,1320.31:0.7545,1758.20:0.6150,878.91:0.5645,1759.77:0.5344,1317.58:0.5325,439.45:0.4997,878.52:0.4696,1757.03:0.4666,119.92:0.3296,80.08:0.3094,39.84:0.3031,200.00:0.2317,159.77:0.2218,239.84:0.2036,40.23:0.1634,160.16:0.1492,79.69:0.1337,279.69:0.1113,439.45:0.4756,1125.78:0.4677,879.30:0.4410,1160.16:0.3014,878.91:0.2622,537.11:0.2401,268.36:0.2351,1157.81:0.2234,576.95:0.2097,805.47:0.2039
439.45:0.6088,440.23:0.2411,878.12:0.2348,878.91:0.2234,438.67:0.2162,879.69:0.2162,1157.81:0.1998,1160.94:0.1813,1160.16:0.1786,1159.77:0.1783,40.23:8.2896,40.62:8.0281,39.84:2.9826,41.02:2.6089,39.45:1.6322,41.41:1.5369,41.80:1.1524,39.06:1.1045,42.19:0.9566,38.28:0.7508,268.36:0.4125,2319.92:0.3870,2314.45:0.3807,268.75:0.3716,2322.66:0.3393,2321.09:0.3175,2316.02:0.3086,2316.41:0.2995,2320.70:0.2974,2319.53:0.2865,439.45:0.9184,1157.81:0.4375,1318.75:0.4095,1159.77:0.3851,878.12:0.3843,1160.16:0.3815,879.69:0.3811,1319.53:0.3780,878.91:0.3586,1160.94:0.3533,439.45:0.2371,878.91:0.2179,878.12:0.2085,879.69:0.1904,268.36:0.1856,3479.30:0.1805,268.75:0.1725,4640.23:0.1648,1318.75:0.1617,1316.02:0.1567,439.45:0.3524,3479.30:0.2427,3486.33:0.2157,3483.20:0.2066,1758.98:0.1951,3480.86:0.1894,3480.47:0.1812,3471.48:0.1776,268.36:0.1759,3471.09:0.1689,1318.75:0.6247,1758.98:0.6239,1319.53:0.5867,1316.02:0.5675,878.12:0.5647,1756.64:0.5544,879.69:0.5527,878.91:0.5499,1319.92:0.5267,1754.69:0.5059,119.92:0.3261,80.08:0.3166,39.84:0.2996,200.00:0.2380,159.77:0.2042,239.84:0.1938,160.16:0.1748,40.23:0.1737,79.69:0.1174,280.08:0.1121,439.45:0.5222,878.12:0.2718,1125.78:0.2668,878.91:0.2550,879.30:0.2394,537.11:0.2380,268.36:0.2356,1123.05:0.2308,576.95:0.2099,879.69:0.2088
439.06:0.6178,438.67:0.2974,878.91:0.2909,439.45:0.2628,878.12:0.2591,1159.38:0.2570,1158.98:0.2420,439.84:0.2249,440.23:0.2051,268.36:0.2014,40.23:9.5728,40.62:6.2037,39.84:3.0159,41.02:2.0567,39.45:1.5367,41.41:1.4110,39.06:1.1093,38.67:1.1047,41.80:1.0693,42.19:0.7375,268.36:0.5630,2318.36:0.5561,2317.58:0.4662,2319.92:0.2993,2314.84:0.2865,2312.89:0.2727,2311.72:0.2703,2316.80:0.2698,2316.02:0.2659,2323.05:0.2318,439.06:0.8775,1317.97:0.5721,1317.58:0.5456,878.91:0.4760,1159.38:0.4694,878.12:0.4496,1158.98:0.4428,438.67:0.4305,1317.19:0.4167,268.36:0.3959,878.91:0.2994,268.36:0.2629,878.12:0.2628,1317.97:0.2546,1317.58:0.2425,439.06:0.1979,1159.38:0.1931,4635.94:0.1929,1756.64:0.1865,1158.98:0.1788,439.06:0.3187,2318.36:0.2809,268.36:0.2488,3476.95:0.2449,1756.64:0.2352,3476.56:0.2243,2317.58:0.2236,1757.03:0.2124,3477.73:0.1917,3473.83:0.1864,1317.97:0.9073,1317.58:0.8842,878.91:0.7774,1756.64:0.7437,878.12:0.7409,1757.03:0.6698,1317.19:0.6570,439.06:0.5568,1315.23:0.5131,877.73:0.4909,119.92:0.3262,39.84:0.3235,80.08:0.2751,159.77:0.2736,239.84:0.1905,79.69:0.1768,200.00:0.1654,199.61:0.1527,279.69:0.1512,40.23:0.1438,439.06:0.4670,1124.61:0.3756,536.72:0.3545,878.12:0.3357,878.91:0.3172,1158.98:0.2865,1159.38:0.2525,1158.59:0.2476,268.36:0.2461,877.73:0.2182
439.45:0.8521,439.06:0.4624,878.52:0.4073,1159.38:0.4046,439.84:0.2975,4640.62:0.2786,1317.97:0.2699,440.23:0.2235,451.56:0.2234,4635.94:0.2233,40.23:9.6705,40.62:5.0702,39.84:2.4229,41.02:2.0742,39.45:1.3304,41.41:1.2858,39.06:0.9602,41.80:0.9344,38.67:0.8327,42.19:0.6970,2318.36:0.5502,268.36:0.5309,2318.75:0.3831,2319.53:0.3578,2317.58:0.3442,2321.09:0.2978,2320.70:0.2959,2320.31:0.2254,2319.14:0.2101,4640.62:0.2051,439.45:1.0750,1317.97:1.0240,878.52:0.6245,903.12:0.5965,439.06:0.5800,1159.38:0.5757,891.02:0.5429,890.62:0.4748,883.59:0.4167,1317.58:0.4075,878.52:0.5083,1317.97:0.4904,4640.62:0.3306,1159.38:0.3143,4635.94:0.2874,268.36:0.2601,878.91:0.2218,4636.33:0.2060,879.69:0.2053,2318.36:0.2013,2318.36:0.4024,439.45:0.3526,3477.73:0.3069,2318.75:0.2826,2319.53:0.2824,2317.58:0.2543,3480.47:0.2535,1757.03:0.2483,268.36:0.2430,3476.56:0.2408,1317.97:1.5665,878.52:1.4532,439.45:1.0691,1757.03:0.8029,1757.42:0.7344,878.91:0.6297,1317.58:0.6240,2318.36:0.5932,439.06:0.5755,1758.20:0.5746,119.92:0.3379,39.84:0.3112,80.08:0.3052,159.77:0.2427,200.00:0.2255,239.84:0.2163,40.23:0.1575,79.69:0.1438,160.16:0.1331,279.69:0.1318,439.45:0.5179,1125.00:0.4657,878.52:0.4249,805.47:0.4068,1159.38:0.3937,537.11:0.3261,576.95:0.3018,439.06:0.2846,268.36:0.2812,536.72:0.2590
439.45:0.9297,1159.38:0.3813,878.91:0.3440,878.52:0.2613,439.06:0.2587,451.56:0.2326,4643.36:0.2277,440.23:0.2225,4638.28:0.2039,1317.97:0.1995,40.23:9.4139,40.62:5.6209,39.84:2.5574,41.02:2.1121,41.41:1.4131,39.45:1.3827,41.80:1.0340,39.06:0.9440,38.67:0.8328,42.19:0.7694,268.36:0.4785,2317.97:0.3788,2319.14:0.3716,2318.75:0.3520,2317.58:0.3403,2317.19:0.3078,2320.31:0.3039,268.75:0.2962,2319.92:0.2961,2319.53:0.2723,439.45:1.1728,1317.97:0.7535,1159.38:0.6339,891.02:0.6216,903.12:0.6124,1318.36:0.5683,1319.53:0.5048,878.91:0.4843,1319.14:0.4051,878.52:0.4020,878.91:0.4207,1317.97:0.3586,878.52:0.3087,1159.38:0.2943,4643.36:0.2854,1318.36:0.2616,268.36:0.2341,4638.28:0.2337,1319.53:0.2249,879.69:0.2241,439.45:0.4017,3478.91:0.3496,2319.14:0.2572,3476.56:0.2548,2317.97:0.2450,2318.75:0.2443,1757.42:0.2425,2317.58:0.2275,268.36:0.2167,2319.92:0.2119,878.91:1.1879,1317.97:1.1503,439.45:1.1068,878.52:0.8738,1318.36:0.8380,1757.42:0.7933,1319.53:0.7023,879.69:0.6295,1319.14:0.6264,3478.91:0.6047,119.92:0.3366,80.08:0.3136,39.84:0.3067,200.00:0.2386,159.77:0.2266,239.84:0.2125,40.23:0.1646,160.16:0.1549,79.69:0.1309,279.69:0.1154,439.45:0.5764,878.91:0.4449,805.47:0.4255,537.11:0.3739,1159.38:0.3554,1125.00:0.3171,878.52:0.3145,576.95:0.2985,1125.39:0.2629,268.36:0.2572
439.45:0.9611,1159.38:0.3481,439.06:0.3192,439.84:0.2822,451.56:0.2467,878.91:0.2460,878.52:0.2413,440.23:0.2356,4640.62:0.2245,4639.06:0.2229,40.23:9.6499,40.62:4.9211,39.84:2.3803,41.02:1.9741,41.41:1.2917,39.45:1.2543,39.06:0.9716,41.80:0.9143,42.19:0.7189,38.67:0.7088,2320.31:0.5076,268.36:0.4837,2319.14:0.4172,2319.53:0.3627,2318.75:0.2812,2319.92:0.2637,2317.97:0.2576,268.75:0.2552,2317.19:0.2352,2316.80:0.2210,439.45:1.1773,1317.97:0.7536,891.02:0.6920,903.12:0.6708,1318.75:0.5501,1159.38:0.5005,883.59:0.4493,1319.14:0.4482,439.06:0.3914,878.91:0.3888,1317.97:0.3680,878.91:0.3596,4640.62:0.3564,878.52:0.3430,4639.84:0.2983,1159.38:0.2937,4639.06:0.2933,1318.75:0.2918,879.30:0.2701,4637.89:0.2691,2320.31:0.4686,3479.69:0.4443,439.45:0.3964,2319.14:0.3433,2319.53:0.3093,3478.52:0.2771,3478.12:0.2470,3480.47:0.2263,2318.75:0.2224,268.36:0.2223,439.45:1.2747,1317.97:1.1262,878.91:1.0361,878.52:0.9930,1318.75:0.8444,879.30:0.7929,3479.69:0.7802,1757.42:0.7032,879.69:0.7018,2320.31:0.6896,119.92:0.3355,80.08:0.3101,39.84:0.3067,200.00:0.2342,159.77:0.2301,239.84:0.2130,40.23:0.1633,160.16:0.1482,79.69:0.1348,279.69:0.1189,439.45:0.5625,805.47:0.4125,878.91:0.3726,1125.78:0.3475,537.11:0.3429,878.52:0.3405,1159.38:0.3170,576.95:0.3094,879.30:0.2927,1125.00:0.2807
439.45:0.7161,439.84:0.3596,439.06:0.3591,438.67:0.3306,1159.77:0.2896,1159.38:0.2731,878.52:0.2684,440.23:0.2476,1317.97:0.2142,451.56:0.2055,40.23:9.6106,40.62:5.2598,39.84:2.5649,41.02:1.9516,41.41:1.3321,39.45:1.2355,39.06:1.1320,41.80:0.8623,42.19:0.7420,38.67:0.6262,268.36:0.5015,2318.36:0.4184,2319.14:0.4080,2319.92:0.2819,2318.75:0.2760,2317.97:0.2708,2321.09:0.2444,2317.58:0.2203,2322.27:0.2171,2316.80:0.2151,439.45:0.9039,1317.97:0.7765,1318.36:0.6056,891.41:0.4734,878.52:0.4460,439.06:0.4436,439.84:0.4366,1159.77:0.4262,438.67:0.4148,1317.19:0.3902,1317.97:0.3596,878.52:0.3559,1318.36:0.2976,4637.11:0.2490,879.30:0.2447,268.36:0.2439,3477.73:0.2360,878.12:0.2250,1159.77:0.2201,4640.23:0.2199,3477.73:0.3873,439.45:0.3207,2319.14:0.2907,2318.36:0.2867,1757.03:0.2336,268.36:0.2269,3476.17:0.2178,2319.92:0.2162,3479.30:0.2108,2317.97:0.1989,1317.97:1.1575,878.52:1.0127,1318.36:0.9182,439.45:0.8625,1757.03:0.7288,879.30:0.7071,3477.73:0.6701,878.12:0.6335,1317.19:0.6188,1757.81:0.6177,119.92:0.3311,39.84:0.3082,80.08:0.3008,159.77:0.2376,200.00:0.2174,239.84:0.2080,40.23:0.1603,79.69:0.1427,160.16:0.1343,279.69:0.1256,439.45:0.4380,878.52:0.3740,1125.39:0.3530,1125.00:0.3476,805.47:0.3081,878.12:0.3021,268.36:0.2655,879.30:0.2596,576.95:0.2524,1159.38:0.2512
439.45:0.6138,439.06:0.5376,878.52:0.3206,438.67:0.2956,1159.77:0.2932,4637.89:0.2740,878.91:0.2487,439.84:0.2483,1159.38:0.2212,1318.36:0.2186,40.23:9.7466,40.62:5.1831,39.84:2.5898,41.02:2.1015,39.45:1.4542,41.41:1.3038,39.06:1.0958,41.80:0.9068,38.67:0.8998,42.19:0.7033,2319.14:0.5622,268.36:0.5459,2318.75:0.4541,2315.62:0.4350,2317.58:0.2741,2320.70:0.2327,2321.09:0.2206,2316.02:0.2176,4637.89:0.2043,268.75:0.1980,439.45:0.7788,1318.36:0.7692,439.06:0.6886,878.52:0.5512,1159.77:0.4594,878.91:0.4497,1317.97:0.4301,890.62:0.4102,1317.19:0.4034,1316.80:0.3880,878.52:0.4035,1318.36:0.3546,4637.89:0.3296,878.91:0.2902,268.36:0.2653,878.12:0.2478,4640.23:0.2312,1159.77:0.2259,3478.91:0.2049,1757.81:0.2041,2319.14:0.3752,3478.91:0.3136,2318.75:0.2980,3478.12:0.2793,439.45:0.2698,268.36:0.2461,2315.62:0.2411,439.06:0.2399,1757.81:0.2393,3478.52:0.2387,1318.36:1.1500,878.52:1.0907,878.91:0.8537,1757.81:0.7727,439.45:0.7245,878.12:0.7110,1757.42:0.6931,1317.97:0.6666,439.06:0.6355,1317.19:0.6324,119.92:0.3327,39.84:0.3129,80.08:0.2940,159.77:0.2528,239.84:0.2109,200.00:0.2066,40.23:0.1548,79.69:0.1546,279.69:0.1409,160.16:0.1196,439.45:0.4193,1125.39:0.4081,878.52:0.3921,878.12:0.3293,878.91:0.3093,439.06:0.2997,805.47:0.2948,537.11:0.2860,268.36:0.2735,1125.00:0.2578
439.45:0.6511,438.67:0.4754,878.12:0.3732,1158.20:0.2685,440.62:0.2542,439.84:0.2347,1158.98:0.2227,440.23:0.2224,1160.55:0.2220,439.06:0.1914,40.23:9.4320,40.62:5.7435,39.84:2.8295,41.02:1.9434,39.45:1.4784,41.41:1.3186,39.06:0.9796,41.80:0.9487,42.19:0.7682,38.67:0.7023,268.36:0.4546,2316.02:0.4067,2317.19:0.3860,2318.75:0.3602,2317.58:0.2984,2320.31:0.2855,267.97:0.2723,2322.27:0.2720,2315.23:0.2593,268.75:0.2468,439.45:0.8408,1316.80:0.6300,878.12:0.6075,438.67:0.6056,1317.58:0.5458,1158.20:0.4712,1319.14:0.4460,890.23:0.4298,1320.31:0.4097,1158.98:0.3768,878.12:0.4577,1316.80:0.2955,1317.58:0.2416,4633.98:0.2402,879.69:0.2211,268.36:0.2182,1319.14:0.2105,1158.20:0.1957,1320.31:0.1937,1756.25:0.1899,439.45:0.3029,3474.22:0.2620,1756.25:0.2566,3479.30:0.2512,2317.19:0.2437,3475.78:0.2333,2316.02:0.2217,438.67:0.2191,3480.86:0.2150,2318.75:0.2072,878.12:1.2632,1316.80:0.9940,1756.25:0.8567,1317.58:0.8260,439.45:0.7493,1319.14:0.6718,879.69:0.6339,1320.31:0.6181,438.67:0.5467,1319.92:0.5037,119.92:0.3295,39.84:0.3070,80.08:0.3053,159.77:0.2262,200.00:0.2195,239.84:0.2001,40.23:0.1652,160.16:0.1458,79.69:0.1325,279.69:0.1106,878.12:0.5992,439.45:0.4041,1124.61:0.3398,438.67:0.2649,1158.20:0.2619,1126.17:0.2569,268.36:0.2467,1158.98:0.2428,536.33:0.2404,1158.59:0.2403
439.45:0.6845,439.84:0.4473,439.06:0.3954,1159.77:0.2877,879.30:0.2501,1158.98:0.2470,1158.20:0.2359,878.52:0.2191,1160.55:0.2027,878.12:0.1983,40.23:9.5272,40.62:5.5532,39.84:2.5163,41.02:2.3169,41.41:1.4241,39.45:1.4237,39.06:1.1006,41.80:0.9937,38.67:0.9569,42.19:0.7411,268.36:0.5025,2317.19:0.4016,2320.31:0.3964,2319.53:0.3931,2318.75:0.3438,2321.88:0.2884,2317.97:0.2662,2321.48:0.2411,2316.41:0.2358,2315.62:0.2120,439.45:0.8855,1319.14:0.5953,439.84:0.5578,1318.36:0.5512,1317.58:0.5181,439.06:0.5023,1316.80:0.4940,1159.77:0.4547,879.30:0.4316,1158.20:0.4218,879.30:0.3182,1319.14:0.2780,878.52:0.2674,1318.36:0.2552,4637.50:0.2456,268.36:0.2419,878.12:0.2364,1317.58:0.2290,1316.80:0.2205,879.69:0.2126,439.45:0.3295,3479.30:0.2882,3476.95:0.2834,2320.31:0.2629,2319.53:0.2449,268.36:0.2255,2317.19:0.2122,3475.39:0.2114,2318.75:0.2030,2321.88:0.2022,879.30:0.8939,1319.14:0.8852,1318.36:0.8173,1317.58:0.7970,1316.80:0.7675,439.45:0.7674,878.52:0.7410,878.12:0.6397,879.69:0.6153,439.84:0.5751,119.92:0.3300,39.84:0.3065,80.08:0.3010,159.77:0.2351,200.00:0.2192,239.84:0.2068,40.23:0.1587,79.69:0.1433,160.16:0.1337,279.69:0.1242,439.45:0.4351,878.12:0.3304,1126.17:0.3201,879.30:0.3030,1124.61:0.2955,1158.98:0.2824,878.52:0.2822,537.11:0.2708,268.36:0.2672,1125.39:0.2671
439.45:0.9007,439.84:0.4292,439.06:0.3524,1160.55:0.2663,879.30:0.2652,451.56:0.2307,1159.38:0.2106,1319.14:0.1993,4640.23:0.1983,4638.28:0.1972,40.23:9.6268,40.62:5.0031,39.84:2.1745,41.02:2.1387,39.45:1.5084,41.41:1.2710,39.06:1.0710,41.80:0.9127,42.19:0.7372,38.67:0.7162,2319.92:0.4959,268.36:0.4716,2317.58:0.3712,2321.09:0.3519,2319.53:0.3120,2318.36:0.2930,2319.14:0.2669,2320.70:0.2618,268.75:0.2354,269.14:0.2151,439.45:1.1024,1319.14:0.7179,1318.75:0.6296,891.02:0.5575,1317.58:0.5451,439.84:0.5200,903.12:0.4922,879.30:0.4604,891.41:0.4546,439.06:0.4380,879.30:0.3968,1319.14:0.3706,1318.75:0.2955,878.91:0.2900,878.52:0.2643,4640.23:0.2610,4638.28:0.2601,1317.58:0.2548,4639.45:0.2436,4635.94:0.2381,2319.92:0.3973,439.45:0.3740,3480.47:0.3067,2321.09:0.2962,1758.59:0.2862,2317.58:0.2617,3479.69:0.2614,3481.64:0.2534,2319.53:0.2447,3478.91:0.2325,439.45:1.2062,879.30:1.1465,1319.14:1.0890,1758.59:0.9284,1318.75:0.8886,878.91:0.8108,1317.58:0.7933,878.52:0.7776,878.12:0.6560,439.84:0.6034,119.92:0.3309,80.08:0.3073,39.84:0.3047,200.00:0.2302,159.77:0.2278,239.84:0.2078,40.23:0.1625,160.16:0.1447,79.69:0.1383,279.69:0.1171,439.45:0.5108,879.30:0.3928,1125.78:0.3910,878.12:0.3407,1126.17:0.3407,1124.61:0.3219,805.47:0.3172,537.11:0.2945,878.52:0.2878,878.91:0.2846
439.45:1.0475,4637.89:0.4307,1159.38:0.4270,878.91:0.3644,4637.11:0.2756,1317.97:0.2411,451.56:0.2359,1757.42:0.2273,1318.36:0.2217,427.34:0.2111,40.23:9.6837,40.62:4.8245,39.84:2.4727,41.02:1.9208,39.45:1.3406,41.41:1.1930,39.06:0.9605,41.80:0.8722,38.67:0.7654,42.19:0.6719,2319.14:0.7198,2318.75:0.4919,268.36:0.4596,2318.36:0.3569,268.75:0.3056,4637.89:0.3023,2038.28:0.2419,439.45:0.2317,2319.92:0.1958,1159.38:0.1927,439.45:1.2699,891.02:0.8658,1317.97:0.8619,1318.36:0.7932,878.91:0.6585,903.12:0.6528,1159.38:0.5775,4637.89:0.5599,883.59:0.4353,866.41:0.3802,4637.89:0.5548,878.91:0.5392,1317.97:0.4259,1318.36:0.3999,3478.52:0.3704,1159.38:0.3472,4637.11:0.3196,878.52:0.2837,1757.42:0.2754,4638.28:0.2681,3478.52:0.6399,2319.14:0.5275,439.45:0.4307,2318.75:0.3818,1757.42:0.3805,3477.73:0.2887,2318.36:0.2686,2196.88:0.2166,3479.30:0.2164,268.36:0.2111,878.91:1.5349,439.45:1.4246,1317.97:1.2763,1757.42:1.2476,1318.36:1.1772,3478.52:1.1229,878.52:0.7955,2319.14:0.7928,1305.86:0.6641,1757.81:0.5779,119.92:0.3360,80.08:0.3146,39.84:0.3044,200.00:0.2426,159.77:0.2225,239.84:0.2132,40.23:0.1650,160.16:0.1606,79.69:0.1252,319.92:0.1183,439.45:0.6172,878.91:0.5709,805.47:0.4817,1125.39:0.4185,537.11:0.4168,1125.00:0.3656,1159.38:0.3653,576.95:0.3099,878.52:0.3038,268.36:0.2566
439.45:0.7090,439.06:0.4930,438.67:0.3351,1159.77:0.3205,440.23:0.3199,439.84:0.2827,878.91:0.2576,4638.67:0.2562,878.52:0.2507,1318.36:0.2457,40.23:9.8777,40.62:4.6581,39.84:2.5137,41.02:1.7714,39.45:1.2218,41.41:1.1583,39.06:0.9882,41.80:0.8300,38.67:0.7842,42.19:0.6419,268.36:0.5262,2317.97:0.5059,2318.75:0.4289,2318.36:0.3273,2319.14:0.3106,2319.92:0.2920,2320.31:0.2563,2320.70:0.2212,268.75:0.2087,4638.67:0.1836,1318.36:0.9218,439.45:0.8698,439.06:0.6028,878.91:0.4954,1316.80:0.4467,878.52:0.4447,890.62:0.4312,1159.77:0.4259,903.52:0.4098,891.02:0.4094,1318.36:0.4601,878.52:0.3870,878.91:0.3744,4638.67:0.3152,4636.72:0.2933,268.36:0.2607,1159.77:0.2449,1316.80:0.2160,877.73:0.2115,4636.33:0.1917,2317.97:0.3689,2318.75:0.3500,439.45:0.3006,3478.91:0.2967,2318.36:0.2531,3478.52:0.2447,268.36:0.2440,2319.14:0.2294,2319.92:0.2269,1757.42:0.2190,1318.36:1.3995,878.52:1.1227,878.91:1.0832,439.45:0.9300,1757.42:0.7050,1757.03:0.6866,1316.80:0.6720,439.06:0.6552,877.73:0.6262,2317.97:0.5534,119.92:0.3325,39.84:0.3113,80.08:0.2976,159.77:0.2460,200.00:0.2116,239.84:0.2094,40.23:0.1568,79.69:0.1481,279.69:0.1336,160.16:0.1278,1125.39:0.4723,878.91:0.4317,439.45:0.3974,878.52:0.3374,536.72:0.3280,439.06:0.3012,268.36:0.2727,805.86:0.2637,1159.77:0.2556,877.73:0.2343
439.45:0.7938,439.06:0.4545,1159.38:0.4287,878.52:0.3864,1317.97:0.2871,439.84:0.2862,4638.67:0.2712,451.56:0.2319,4635.94:0.2112,268.36:0.2034,40.23:9.6840,40.62:5.1340,39.84:2.4127,41.02:2.1154,39.45:1.5010,41.41:1.2608,39.06:1.0214,41.80:0.9137,42.19:0.7576,38.67:0.6760,268.36:0.5415,2319.14:0.4688,2318.75:0.4342,2318.36:0.3779,2319.92:0.3312,2316.80:0.3196,2317.58:0.3035,2320.31:0.2743,2319.53:0.2166,2317.97:0.2113,1317.97:1.0610,439.45:0.9943,878.52:0.6712,1159.38:0.6588,439.06:0.5670,903.12:0.5438,891.02:0.4654,890.62:0.4612,883.59:0.4099,866.41:0.3784,878.52:0.5054,1317.97:0.4887,1159.38:0.3177,4638.67:0.2938,268.36:0.2646,4635.94:0.2433,3479.30:0.2387,878.91:0.1846,3478.52:0.1832,1757.42:0.1832,3479.30:0.3821,439.45:0.3521,2319.14:0.3211,3478.52:0.2928,2318.75:0.2872,3476.17:0.2498,268.36:0.2484,2318.36:0.2359,2319.92:0.2333,1757.42:0.2332,1317.97:1.6014,878.52:1.4613,439.45:0.9883,1757.42:0.7508,1757.03:0.6851,1757.81:0.6753,3479.30:0.6658,439.06:0.5804,451.56:0.5276,1318.36:0.5267,119.92:0.3342,39.84:0.3090,80.08:0.3009,159.77:0.2439,200.00:0.2219,239.84:0.2162,40.23:0.1581,79.69:0.1462,279.69:0.1351,160.16:0.1317,878.52:0.5477,439.45:0.4900,1125.00:0.4873,805.47:0.4483,1159.38:0.3988,537.11:0.3305,576.95:0.3030,268.36:0.2892,439.06:0.2839,536.72:0.2218
