439.45:0.7921,439.06:0.4121,1159.38:0.4074,878.52:0.3494,1317.97:0.2625,439.84:0.2440,451.56:0.2223,268.36:0.1996,4642.19:0.1981,441.02:0.1974,40.23:9.6037,40.62:5.3428,39.84:2.4379,41.02:2.1243,39.45:1.5063,41.41:1.3045,39.06:1.0074,41.80:0.9576,42.19:0.7860,38.67:0.6937,268.36:0.5359,2318.36:0.4468,2320.31:0.3744,2316.80:0.3532,2317.97:0.3501,2318.75:0.3036,2321.09:0.2759,2315.62:0.2425,2322.66:0.2151,2322.27:0.2135,439.45:0.9974,1317.97:0.9785,878.52:0.6420,1159.38:0.6266,903.12:0.5347,439.06:0.5165,891.02:0.4646,890.62:0.4157,883.59:0.4011,268.36:0.3769,878.52:0.4711,1317.97:0.4524,1159.38:0.3105,268.36:0.2606,4642.19:0.2412,4634.77:0.2223,4635.16:0.2173,878.91:0.1969,880.47:0.1915,439.45:0.1780,439.45:0.3617,2318.36:0.3016,2320.31:0.2803,3477.34:0.2451,268.36:0.2432,3477.73:0.2359,2318.75:0.2253,3482.03:0.2194,2321.09:0.2098,3480.47:0.2067,1317.97:1.4585,878.52:1.3537,439.45:0.9496,1757.42:0.6575,1757.03:0.6551,1758.98:0.5578,451.56:0.5285,878.91:0.5279,880.47:0.5232,439.06:0.5089,119.92:0.3370,39.84:0.3104,80.08:0.3037,159.77:0.2431,200.00:0.2244,239.84:0.2170,40.23:0.1579,79.69:0.1437,279.69:0.1330,160.16:0.1330,878.52:0.4834,439.45:0.4824,1125.00:0.4488,805.47:0.4229,1159.38:0.3477,537.11:0.3284,576.95:0.2863,439.06:0.2789,268.36:0.2758,878.91:0.2391
439.45:0.6240,439.84:0.4315,440.23:0.3334,438.67:0.3285,1159.38:0.2503,4640.62:0.2286,880.08:0.2218,879.30:0.2180,1160.16:0.1884,1160.94:0.1867,40.23:9.2319,40.62:5.9567,41.02:2.6158,39.84:2.1110,39.45:1.7810,41.41:1.3545,41.80:1.0631,39.06:0.9783,38.67:0.9025,42.19:0.7871,2320.70:0.4089,2319.92:0.3621,269.14:0.3594,268.36:0.3451,2318.75:0.3121,268.75:0.2693,2323.44:0.2511,2316.41:0.2450,2320.31:0.2400,2324.22:0.2237,439.45:0.8035,1319.53:0.5429,439.84:0.5348,1317.97:0.5314,1320.31:0.4305,438.67:0.4243,1159.38:0.4200,440.23:0.4148,879.30:0.4143,880.08:0.3919,879.30:0.2992,880.08:0.2846,1319.53:0.2509,1317.97:0.2491,878.52:0.2055,4640.62:0.2041,1320.31:0.1911,1159.38:0.1838,3480.08:0.1696,269.14:0.1681,439.45:0.2895,2320.70:0.2741,3480.08:0.2408,3480.47:0.2386,2319.92:0.2140,439.84:0.1938,3480.86:0.1808,1758.59:0.1760,2318.75:0.1723,2323.44:0.1709,879.30:0.8233,880.08:0.8202,1319.53:0.8153,1317.97:0.8030,439.45:0.7137,1320.31:0.6197,878.52:0.5870,1758.59:0.5506,439.84:0.5272,1318.75:0.4652,119.92:0.3224,80.08:0.3158,39.84:0.3009,200.00:0.2288,159.77:0.1988,239.84:0.1795,40.23:0.1684,160.16:0.1575,160.55:0.1279,79.69:0.1256,439.45:0.3392,879.30:0.2904,1159.38:0.2425,1125.00:0.2421,877.34:0.2151,878.12:0.2077,806.25:0.2059,268.36:0.2021,438.67:0.1996,1126.56:0.1989
439.45:0.6513,439.84:0.3828,438.67:0.3323,440.23:0.2600,879.30:0.2425,878.12:0.2363,1157.81:0.2225,1158.98:0.2119,1160.55:0.1886,1158.20:0.1839,40.23:9.3169,40.62:5.9378,39.84:2.8416,41.02:2.2759,41.41:1.4703,39.45:1.3624,39.06:1.0945,41.80:1.0252,38.67:0.8866,42.19:0.7846,2316.02:0.4449,268.36:0.3921,2322.27:0.3574,2316.80:0.3543,2320.70:0.3350,2314.84:0.2912,2318.75:0.2906,268.75:0.2766,2321.88:0.2620,2315.23:0.2537,439.45:0.8549,1316.41:0.5264,439.84:0.4883,1320.31:0.4502,438.67:0.4410,1319.53:0.4402,878.12:0.4176,879.30:0.4101,1157.81:0.3906,1317.97:0.3601,879.30:0.3019,878.12:0.2682,880.08:0.2558,1316.41:0.2448,1320.31:0.2181,4630.86:0.2075,1319.53:0.2064,268.36:0.1877,876.95:0.1866,4632.81:0.1859,439.45:0.3121,3481.25:0.2914,3473.83:0.2501,2316.02:0.2331,2322.27:0.2306,3473.05:0.2286,3478.12:0.2143,3482.03:0.2022,2316.80:0.1969,3484.77:0.1955,879.30:0.8482,1316.41:0.8323,878.12:0.7484,439.45:0.7022,880.08:0.6977,1320.31:0.6712,1319.53:0.6518,876.95:0.5674,1755.08:0.5540,1317.97:0.5530,119.92:0.3248,80.08:0.3105,39.84:0.3008,200.00:0.2275,159.77:0.2082,239.84:0.1917,40.23:0.1691,160.16:0.1588,79.69:0.1225,319.92:0.1004,439.45:0.4313,878.12:0.3108,879.30:0.2954,1123.44:0.2696,537.11:0.2297,438.67:0.2201,439.84:0.2168,268.36:0.2152,536.33:0.2094,877.73:0.2070
439.45:0.7007,1158.98:0.3069,438.67:0.2707,878.12:0.2616,440.62:0.2393,1158.20:0.2007,439.84:0.2001,440.23:0.1916,439.06:0.1851,878.91:0.1815,40.23:9.2775,40.62:6.0500,39.84:2.6734,41.02:2.1757,39.45:1.7577,41.41:1.3122,41.80:1.0400,39.06:0.9697,38.67:0.9653,42.19:0.7661,2317.19:0.4252,2320.70:0.4242,268.36:0.4076,2316.80:0.3940,2318.75:0.3527,268.75:0.2988,2316.02:0.2873,2314.45:0.2576,2313.67:0.2200,267.97:0.2125,439.45:0.9116,1158.98:0.5556,1317.58:0.5363,1316.80:0.4652,878.12:0.4517,1318.36:0.4352,1320.31:0.3992,1319.53:0.3810,1316.02:0.3629,438.67:0.3483,878.12:0.3022,880.08:0.2341,1317.58:0.2328,878.91:0.2257,1158.98:0.2246,1318.36:0.2047,1316.80:0.2047,4644.53:0.2032,268.36:0.1957,1320.31:0.1868,439.45:0.3347,2320.70:0.2551,3475.00:0.2415,2316.80:0.2192,3476.95:0.2181,2317.19:0.2114,2318.75:0.2065,3471.88:0.1995,3481.64:0.1932,3475.39:0.1902,1317.58:0.8271,878.12:0.8186,439.45:0.7758,1316.80:0.7138,1318.36:0.6749,878.91:0.6637,880.08:0.6521,1320.31:0.5897,1319.53:0.5702,1316.02:0.5496,119.92:0.3301,80.08:0.3143,39.84:0.3027,200.00:0.2345,159.77:0.2112,239.84:0.1986,40.23:0.1673,160.16:0.1607,79.69:0.1208,319.92:0.1068,439.45:0.4405,878.12:0.3626,1158.98:0.3304,537.11:0.2657,1124.61:0.2534,878.91:0.2496,805.08:0.2414,268.36:0.2407,1125.39:0.2361,536.72:0.2198
439.45:0.6873,438.67:0.2896,1159.77:0.2762,1157.81:0.2760,438.28:0.2644,878.91:0.2443,878.12:0.2391,4641.02:0.2369,439.06:0.2248,4641.41:0.2060,40.23:9.3613,40.62:6.0101,39.84:2.8633,41.02:2.0472,39.45:1.7427,41.41:1.2746,39.06:1.0212,41.80:0.9837,42.19:0.7808,38.67:0.7595,268.36:0.4789,2320.70:0.4590,2318.75:0.4077,2319.53:0.3837,2320.31:0.3707,2315.62:0.3615,2317.58:0.3116,268.75:0.2838,267.97:0.2284,2314.06:0.2224,439.45:0.9017,1318.36:0.5847,1316.41:0.5653,1157.81:0.5097,1159.77:0.4500,1318.75:0.4261,878.91:0.4212,878.12:0.4010,1319.14:0.3918,438.67:0.3777,878.91:0.2979,878.12:0.2721,1318.36:0.2530,1316.41:0.2380,268.36:0.2296,4641.02:0.2243,879.30:0.2201,1159.77:0.2111,4641.41:0.2006,1157.81:0.1935,439.45:0.3370,2320.70:0.2716,3480.47:0.2601,3476.56:0.2562,3480.08:0.2409,2318.75:0.2351,2320.31:0.2210,2319.53:0.2207,268.36:0.2162,3477.34:0.2047,1318.36:0.8918,1316.41:0.8719,878.91:0.7818,878.12:0.7752,439.45:0.7407,879.30:0.6414,1318.75:0.6364,1319.14:0.6009,1757.81:0.5777,1755.86:0.5228,119.92:0.3307,80.08:0.3064,39.84:0.3058,159.77:0.2279,200.00:0.2262,239.84:0.2056,40.23:0.1660,160.16:0.1531,79.69:0.1317,279.69:0.1150,439.45:0.4422,1125.39:0.4345,878.12:0.3648,878.91:0.3472,879.30:0.2735,268.36:0.2524,1123.44:0.2511,1157.81:0.2450,877.73:0.2386,537.11:0.2299
439.84:0.5459,439.45:0.5053,439.06:0.2929,1160.94:0.2836,438.67:0.2440,1159.38:0.2437,879.30:0.2222,440.23:0.2085,879.69:0.1867,880.47:0.1862,40.23:9.4463,40.62:5.7406,41.02:2.5080,39.84:2.0826,39.45:1.6805,41.41:1.3543,41.80:1.1029,39.06:0.9733,38.67:0.9275,42.19:0.8045,268.36:0.4401,2321.88:0.3854,2323.05:0.3745,2320.31:0.3649,2317.58:0.3483,269.14:0.2807,2322.66:0.2757,2317.19:0.2409,2318.75:0.2213,2318.36:0.2016,439.84:0.6923,439.45:0.6543,1319.53:0.5698,1317.97:0.4961,879.30:0.4295,1160.94:0.4290,1320.70:0.4173,1320.31:0.3977,892.58:0.3957,439.06:0.3927,879.30:0.2707,1319.53:0.2670,880.47:0.2567,879.69:0.2267,1317.97:0.2250,1160.94:0.2209,268.36:0.2108,1320.70:0.2015,878.52:0.1922,4644.92:0.1899,3483.98:0.2488,2321.88:0.2471,439.45:0.2334,2323.05:0.2326,439.84:0.2322,2320.31:0.2284,3483.59:0.2127,3476.56:0.2119,268.36:0.1940,2317.58:0.1878,1319.53:0.8584,1317.97:0.7753,879.30:0.7478,439.84:0.6861,879.69:0.6621,880.47:0.6450,1320.70:0.6225,1320.31:0.6044,439.45:0.5850,878.52:0.5445,119.92:0.3242,39.84:0.3083,80.08:0.2964,159.77:0.2308,200.00:0.2025,239.84:0.1905,40.23:0.1544,79.69:0.1499,160.16:0.1138,279.69:0.1126,1125.00:0.2666,439.45:0.2640,879.30:0.2521,439.84:0.2480,268.36:0.2294,439.06:0.2226,880.47:0.2158,1159.38:0.2059,878.52:0.2020,807.03:0.2003
439.45:0.8036,878.91:0.2922,1159.38:0.2829,439.06:0.2485,1160.55:0.2177,878.52:0.2163,879.69:0.1978,1160.94:0.1974,440.23:0.1963,451.56:0.1935,40.23:9.3699,40.62:5.8122,39.84:2.5501,41.02:2.2963,41.41:1.4744,39.45:1.3148,39.06:1.1068,41.80:1.0220,38.67:0.9499,42.19:0.7521,2319.53:0.4774,268.36:0.4529,2318.75:0.3754,2317.19:0.3072,2317.97:0.2951,2317.58:0.2903,268.75:0.2894,2321.48:0.2890,2316.02:0.2770,2319.92:0.2669,439.45:1.0421,1317.97:0.5449,1319.14:0.5322,878.91:0.5251,891.02:0.4675,1159.38:0.4286,1318.36:0.4227,1317.19:0.4130,903.12:0.4111,878.52:0.3751,878.91:0.3598,878.52:0.2742,1317.97:0.2542,1319.14:0.2516,879.69:0.2396,4637.50:0.2235,268.36:0.2185,439.45:0.2090,1159.38:0.2074,3475.39:0.2066,439.45:0.3760,2319.53:0.2917,3475.39:0.2915,3479.30:0.2634,3478.12:0.2471,2318.75:0.2133,3481.64:0.2121,268.36:0.2030,3480.86:0.1848,2321.48:0.1810,878.91:1.0029,439.45:0.9214,1317.97:0.8392,1319.14:0.8142,878.52:0.7540,879.69:0.7181,1317.19:0.6488,1318.36:0.6380,1319.53:0.5693,1758.98:0.5379,119.92:0.3310,80.08:0.3118,39.84:0.3031,200.00:0.2368,159.77:0.2211,239.84:0.2063,40.23:0.1668,160.16:0.1578,79.69:0.1312,319.92:0.1125,439.45:0.5110,878.91:0.4235,537.11:0.3249,878.52:0.2963,1125.39:0.2943,805.47:0.2895,1125.00:0.2562,1126.17:0.2540,1124.22:0.2535,877.73:0.2468
439.45:0.6200,439.06:0.3537,438.67:0.2866,878.52:0.2823,440.62:0.2403,1158.98:0.2272,878.12:0.2169,4642.58:0.2067,438.28:0.2044,877.34:0.2020,40.23:9.5216,40.62:5.7464,39.84:2.7634,41.02:2.1548,39.45:1.6350,41.41:1.3047,41.80:1.0039,39.06:0.9277,38.67:0.7834,42.19:0.7669,268.36:0.5138,2316.80:0.4602,2315.62:0.3881,2317.19:0.3668,2320.31:0.2992,2321.09:0.2688,2319.14:0.2368,2318.36:0.2347,2319.53:0.2279,2314.45:0.2275,439.45:0.8125,878.52:0.5191,1317.58:0.4924,1316.80:0.4692,1319.92:0.4626,439.06:0.4547,1158.98:0.4008,1316.02:0.3904,1318.75:0.3830,877.34:0.3797,878.52:0.3399,268.36:0.2486,878.12:0.2363,4641.41:0.2297,1317.58:0.2295,877.34:0.2272,879.30:0.2218,1316.80:0.2106,1319.92:0.2067,3475.78:0.2016,439.45:0.2984,3475.78:0.2764,3480.08:0.2338,268.36:0.2337,2316.80:0.2249,3474.61:0.2215,3481.25:0.2075,2315.62:0.1922,2320.31:0.1911,1755.47:0.1908,878.52:0.9235,1317.58:0.7775,1316.80:0.7462,879.30:0.6801,1319.92:0.6772,877.34:0.6696,439.45:0.6680,878.12:0.6257,1755.47:0.6209,1318.75:0.6112,119.92:0.3319,39.84:0.3095,80.08:0.3001,159.77:0.2409,200.00:0.2161,239.84:0.2090,40.23:0.1603,79.69:0.1441,160.16:0.1334,279.69:0.1292,439.45:0.4167,878.12:0.3266,878.52:0.3115,877.34:0.2857,1125.78:0.2580,1123.83:0.2551,439.06:0.2464,537.11:0.2450,1158.98:0.2390,268.36:0.2384
439.45:0.6623,439.06:0.4178,439.84:0.3971,878.52:0.2677,879.30:0.2526,1159.77:0.2461,1158.59:0.2346,4639.84:0.2314,1160.55:0.2207,1159.38:0.2178,40.23:9.5659,40.62:5.6251,39.84:2.3825,41.02:2.3797,39.45:1.5718,41.41:1.3435,39.06:1.0899,38.67:1.0364,41.80:0.9669,42.19:0.7087,2320.31:0.5117,268.36:0.5069,2319.53:0.3716,2318.36:0.3574,2319.14:0.3131,2317.97:0.2640,2319.92:0.2381,2314.45:0.2380,2316.02:0.2342,2321.48:0.2087,439.45:0.8597,1319.14:0.5906,439.06:0.5453,1317.19:0.5292,439.84:0.5092,878.52:0.4572,879.30:0.4522,1318.36:0.4267,1158.59:0.4152,1317.97:0.3972,878.52:0.3263,879.30:0.2976,1319.14:0.2871,4639.84:0.2617,268.36:0.2430,1317.19:0.2349,4641.41:0.2158,3479.69:0.2129,879.69:0.2122,4636.72:0.2041,3479.69:0.3292,2320.31:0.3229,439.45:0.3064,3476.95:0.2870,268.36:0.2278,2319.53:0.2155,3480.08:0.2054,2318.36:0.1989,439.06:0.1974,2319.14:0.1917,1319.14:0.9208,879.30:0.8759,878.52:0.8618,1317.19:0.8153,439.45:0.7526,1318.36:0.6341,1758.20:0.6081,1318.75:0.5969,1757.81:0.5875,3479.69:0.5759,119.92:0.3331,39.84:0.3105,80.08:0.3001,159.77:0.2433,200.00:0.2164,239.84:0.2106,40.23:0.1570,79.69:0.1501,279.69:0.1312,160.16:0.1245,439.45:0.4127,878.52:0.3370,1158.59:0.2926,805.47:0.2872,879.30:0.2847,268.36:0.2763,1124.22:0.2587,439.06:0.2577,1125.78:0.2576,1126.17:0.2520
439.45:0.7772,440.23:0.3859,879.69:0.2649,1159.38:0.2501,439.06:0.2439,1160.55:0.2303,878.52:0.1985,4642.19:0.1978,427.34:0.1959,878.91:0.1918,40.23:9.2094,40.62:5.8955,39.84:2.8738,41.02:2.2169,39.45:1.5407,41.41:1.2641,39.06:1.0897,41.80:0.9317,42.19:0.7744,38.67:0.6738,2321.48:0.4763,2320.70:0.4026,268.75:0.4020,268.36:0.3150,2318.36:0.3126,2317.97:0.2906,2321.88:0.2868,2317.19:0.2771,2319.53:0.2455,2319.92:0.2240,439.45:0.9906,1319.14:0.5243,1319.92:0.4971,440.23:0.4724,1317.58:0.4562,1317.97:0.4486,879.69:0.4328,1159.38:0.4031,891.80:0.3826,1160.55:0.3809,879.69:0.3640,1319.92:0.2603,878.52:0.2574,4642.19:0.2515,878.91:0.2500,1319.14:0.2469,1317.58:0.2215,4642.58:0.2146,4637.11:0.2042,4635.55:0.2023,439.45:0.3509,2321.48:0.3187,2320.70:0.2988,3481.64:0.2602,1759.38:0.2081,2321.88:0.2016,2318.36:0.2016,3476.17:0.1994,3482.42:0.1986,3478.12:0.1855,879.69:0.9576,439.45:0.9288,1319.14:0.8025,1319.92:0.7660,878.91:0.7264,1317.58:0.7143,878.52:0.7097,1317.97:0.6643,1759.38:0.6371,1757.03:0.5184,80.08:0.3237,119.92:0.3234,39.84:0.2946,200.00:0.2455,160.16:0.1899,239.84:0.1850,159.77:0.1848,40.23:0.1775,280.08:0.1239,319.92:0.1105,439.45:0.4679,879.69:0.3046,1126.17:0.2852,1125.00:0.2726,878.52:0.2724,537.11:0.2597,878.91:0.2465,1159.38:0.2321,268.75:0.2040,439.06:0.2039
439.45:0.7501,439.84:0.4067,879.30:0.3213,439.06:0.3090,1158.59:0.2595,1160.16:0.2409,1160.55:0.2289,878.12:0.2109,451.56:0.1951,4635.55:0.1855,40.23:9.4184,40.62:5.7676,41.02:2.4466,39.84:2.2837,39.45:1.5888,41.41:1.3644,39.06:1.1282,41.80:0.9840,38.67:0.8846,42.19:0.7683,2318.75:0.5624,268.36:0.4795,2316.80:0.4575,2317.58:0.3284,2319.92:0.3270,2321.88:0.3242,2320.70:0.2449,269.14:0.2418,268.75:0.2288,2322.66:0.2114,439.45:0.9672,1318.75:0.6571,879.30:0.5723,1317.58:0.5201,1319.14:0.5080,439.84:0.5055,1158.59:0.4535,1317.19:0.4495,891.41:0.4206,439.06:0.3989,879.30:0.4037,1318.75:0.3159,878.12:0.2520,1319.14:0.2513,1317.58:0.2305,268.36:0.2300,4637.50:0.2267,4635.55:0.2189,1317.19:0.2158,878.52:0.2155,439.45:0.3498,2318.75:0.3122,3482.42:0.2738,3475.39:0.2560,2316.80:0.2198,3478.91:0.2186,268.36:0.2164,2319.92:0.2086,1758.59:0.2073,3479.30:0.1964,879.30:1.1032,1318.75:1.0055,439.45:0.8455,1317.58:0.7976,1319.14:0.7735,1317.19:0.7122,878.12:0.7059,1758.59:0.6902,1756.64:0.6392,878.52:0.5750,119.92:0.3314,80.08:0.3085,39.84:0.3065,200.00:0.2286,159.77:0.2278,239.84:0.2051,40.23:0.1633,160.16:0.1433,79.69:0.1402,279.69:0.1150,439.45:0.4496,1125.78:0.4374,879.30:0.4052,878.12:0.3378,1124.61:0.2832,1158.59:0.2737,537.11:0.2684,268.36:0.2506,1124.22:0.2486,805.47:0.2424
439.45:0.7259,439.06:0.3475,1159.38:0.3059,878.52:0.3043,1160.16:0.2715,440.23:0.2679,438.67:0.2386,441.02:0.2117,451.56:0.1998,268.36:0.1946,40.23:9.5639,40.62:5.5558,39.84:2.6419,41.02:2.0380,39.45:1.4760,41.41:1.3942,39.06:1.0426,41.80:0.9666,42.19:0.8064,38.28:0.6646,268.36:0.5187,2319.53:0.4491,2318.75:0.4093,2321.09:0.3348,2316.41:0.2904,2314.45:0.2575,2317.58:0.2405,2321.48:0.2369,2323.05:0.2172,268.75:0.2137,439.45:0.9348,1317.97:0.6358,1318.75:0.6218,878.52:0.5185,1159.38:0.4729,439.06:0.4507,1160.16:0.4220,891.02:0.3963,883.59:0.3861,903.12:0.3814,878.52:0.3744,1317.97:0.2913,1318.75:0.2886,268.36:0.2504,1159.38:0.2326,1160.16:0.2130,4638.28:0.2102,1758.20:0.2087,879.69:0.2025,878.91:0.1995,439.45:0.3347,3478.12:0.2813,2319.53:0.2797,2318.75:0.2654,1758.20:0.2398,268.36:0.2347,3481.25:0.2347,3476.56:0.2280,3483.20:0.2258,2321.09:0.2174,878.52:1.0236,1317.97:0.9791,1318.75:0.9411,439.45:0.8316,1758.20:0.7855,879.69:0.5715,878.91:0.5412,1317.19:0.5302,1316.41:0.5096,3478.12:0.4909,119.92:0.3336,39.84:0.3089,80.08:0.3028,159.77:0.2394,200.00:0.2221,239.84:0.2121,40.23:0.1599,79.69:0.1420,160.16:0.1367,279.69:0.1284,439.45:0.4577,805.47:0.3663,878.52:0.3661,1125.78:0.3525,537.11:0.3020,268.36:0.2820,878.91:0.2753,1125.00:0.2712,1159.38:0.2535,576.95:0.2431
439.45:0.7257,439.06:0.4300,439.84:0.3355,1159.38:0.3305,878.52:0.3258,4639.45:0.2265,451.56:0.2187,1159.77:0.2049,1317.97:0.1985,1158.98:0.1985,40.23:9.5851,40.62:5.4616,39.84:2.4005,41.02:2.2031,39.45:1.5767,41.41:1.2714,39.06:1.0097,41.80:0.9479,42.19:0.7992,38.28:0.6411,268.36:0.5194,2317.97:0.4195,2319.92:0.3765,2318.75:0.3497,2320.31:0.3478,2317.19:0.3071,2319.14:0.2832,2320.70:0.2554,2318.36:0.2342,2315.62:0.2217,439.45:0.9290,1317.97:0.7592,878.52:0.5749,439.06:0.5486,1317.58:0.5199,1159.38:0.4987,903.12:0.4687,1319.53:0.4222,439.84:0.4111,1318.36:0.4106,878.52:0.4303,1317.97:0.3558,4639.45:0.2703,268.36:0.2538,1159.38:0.2477,1317.58:0.2364,879.30:0.2237,4639.06:0.2146,1319.53:0.2059,878.12:0.2039,439.45:0.3383,2319.92:0.2601,3479.69:0.2452,2317.97:0.2414,268.36:0.2348,2320.31:0.2312,3478.52:0.2217,3480.86:0.2193,2318.75:0.2168,2317.19:0.2154,878.52:1.2030,1317.97:1.1630,439.45:0.8390,1317.58:0.8047,879.30:0.6184,1756.64:0.6134,1319.53:0.6099,1318.36:0.5971,878.12:0.5840,1757.81:0.5504,119.92:0.3364,39.84:0.3109,80.08:0.3015,159.77:0.2448,200.00:0.2201,239.84:0.2156,40.23:0.1557,79.69:0.1458,279.69:0.1343,160.16:0.1274,439.45:0.4190,878.52:0.3978,1125.00:0.3351,805.47:0.3206,439.06:0.2962,879.30:0.2920,1124.61:0.2912,1159.38:0.2879,537.11:0.2628,576.95:0.2578
439.06:0.6206,439.45:0.5631,878.52:0.3582,1158.98:0.3034,440.23:0.2430,4637.50:0.2338,426.95:0.2156,268.36:0.2131,1160.16:0.2083,439.84:0.1856,40.23:9.8619,40.62:5.0590,39.84:2.5342,41.02:2.0555,41.41:1.3240,39.45:1.3221,39.06:1.1475,38.67:0.9573,41.80:0.8981,42.19:0.6748,268.36:0.5735,2318.75:0.3635,2319.14:0.3598,2319.53:0.3184,2319.92:0.3148,2316.02:0.2844,2321.09:0.2729,2314.45:0.2721,2316.41:0.2627,2317.58:0.2529,439.06:0.7856,439.45:0.7194,878.52:0.5927,1317.58:0.5898,1318.75:0.4996,890.62:0.4980,1158.98:0.4829,1317.97:0.4441,1319.53:0.4028,268.36:0.3981,878.52:0.4736,268.36:0.2769,1317.58:0.2677,4637.50:0.2631,1318.75:0.2500,1158.98:0.2247,4633.20:0.2202,3478.12:0.2130,1317.97:0.2072,879.69:0.1926,3478.12:0.3431,439.06:0.2838,268.36:0.2569,439.45:0.2559,2318.75:0.2388,2319.14:0.2254,3475.78:0.2175,2319.53:0.2165,2321.09:0.2031,3475.39:0.1967,878.52:1.2759,1317.58:0.9009,1318.75:0.7704,439.06:0.7315,439.45:0.6683,1317.97:0.6682,1758.20:0.6070,3478.12:0.6030,1316.02:0.5840,1319.53:0.5808,119.92:0.3324,39.84:0.3139,80.08:0.2889,159.77:0.2600,239.84:0.2124,200.00:0.1996,79.69:0.1605,40.23:0.1500,279.69:0.1497,199.61:0.1288,878.52:0.5116,439.06:0.3989,536.72:0.3328,439.45:0.3327,268.36:0.3036,805.47:0.2797,1158.98:0.2662,1125.78:0.2619,576.95:0.2411,1124.61:0.2392
439.45:0.8653,1159.38:0.3877,439.06:0.2901,439.84:0.2833,4639.06:0.2536,878.52:0.2480,878.91:0.2311,4638.67:0.2310,1317.97:0.2262,451.56:0.2176,40.23:9.6431,40.62:5.1701,39.84:2.4699,41.02:2.0478,39.45:1.4699,41.41:1.2368,39.06:1.0393,41.80:0.8892,42.19:0.7219,38.67:0.6928,2319.53:0.5147,268.36:0.4845,2319.14:0.3397,2320.31:0.3281,2317.97:0.2876,2318.75:0.2868,2318.36:0.2835,2317.58:0.2694,268.75:0.2520,2316.41:0.2472,439.45:1.0799,1317.97:0.8137,1318.75:0.6021,891.02:0.6006,903.12:0.5720,1159.38:0.5661,883.59:0.4638,878.52:0.4163,1317.58:0.4018,878.91:0.3863,1317.97:0.3735,878.52:0.3403,878.91:0.3137,1318.75:0.3062,1159.38:0.3025,4638.67:0.2829,4639.06:0.2828,879.30:0.2682,3479.69:0.2560,268.36:0.2370,3479.69:0.4118,439.45:0.3770,2319.53:0.3471,3478.52:0.3269,3477.34:0.2383,2319.14:0.2378,3476.17:0.2279,2320.31:0.2277,268.36:0.2205,1757.42:0.2189,1317.97:1.1772,439.45:1.1096,878.52:0.9421,1318.75:0.9284,878.91:0.8586,879.30:0.7665,1757.42:0.7219,3479.69:0.7158,1758.20:0.6835,1317.58:0.6127,119.92:0.3339,80.08:0.3079,39.84:0.3066,159.77:0.2318,200.00:0.2312,239.84:0.2124,40.23:0.1633,160.16:0.1468,79.69:0.1369,279.69:0.1209,439.45:0.5261,1125.00:0.4153,878.52:0.4104,805.47:0.4070,1125.78:0.3917,878.91:0.3751,537.11:0.3320,1159.38:0.3153,879.30:0.3073,576.95:0.2942
439.45:0.8920,1159.38:0.4662,4638.67:0.4310,439.06:0.3963,878.52:0.3293,1317.97:0.3125,451.56:0.2428,439.84:0.2329,878.91:0.1998,4635.94:0.1963,40.23:9.7871,40.62:4.7528,39.84:2.3752,41.02:1.9785,39.45:1.3737,41.41:1.1969,39.06:1.0456,41.80:0.8480,38.67:0.7157,42.19:0.6836,2318.75:0.6764,2319.92:0.5084,268.36:0.5041,4638.67:0.3072,2317.19:0.2776,2318.36:0.2721,2317.97:0.2539,268.75:0.2249,439.45:0.2186,2317.58:0.2073,1317.97:1.1380,439.45:1.0897,891.02:0.7097,878.52:0.6757,1159.38:0.6361,903.12:0.5849,4638.67:0.5730,883.59:0.4913,866.41:0.4857,439.06:0.4768,1317.97:0.5499,878.52:0.4703,4638.67:0.4444,1159.38:0.3686,878.91:0.3026,3479.30:0.2948,2318.75:0.2572,1757.42:0.2550,268.36:0.2495,4635.94:0.2259,3479.30:0.5060,2318.75:0.5038,2319.92:0.4036,439.45:0.3887,1757.42:0.3270,3478.12:0.2638,3476.56:0.2585,3477.34:0.2369,268.36:0.2301,3559.38:0.2269,1317.97:1.7021,878.52:1.3866,439.45:1.1756,1757.42:1.0902,3479.30:0.8860,878.91:0.8511,2318.75:0.7669,1305.86:0.6282,2319.92:0.6039,451.56:0.5718,119.92:0.3350,39.84:0.3078,80.08:0.3055,159.77:0.2376,200.00:0.2285,239.84:0.2153,40.23:0.1610,160.16:0.1410,79.69:0.1403,279.69:0.1281,1125.00:0.5669,439.45:0.5191,878.52:0.4893,805.47:0.4281,878.91:0.3815,1159.38:0.3769,537.11:0.3401,576.95:0.2926,268.36:0.2733,439.06:0.2545
